query,time,httpCalls,completeness,soundness,errors
query_10174,120.005,144,0,1.00,1
query_10175,120.002,230,.48,1.00,1
query_10176,1.776,1,1.00,1.00,0
query_10177,2.752,4,1.00,1.00,0
query_10179,2.099,1,1.00,1.00,0
query_1017,5.073,9,1.00,1.00,0
query_10180,18.264,86,1.00,1.00,0
query_10181,1.897,3,1.00,1.00,0
query_10182,20.952,68,1.00,1.00,0
query_10183,5.568,8,1.00,1.00,0
query_10184,3.332,3,1.00,1.00,0
query_10185,4.138,4,1.00,1.00,0
query_10186,4.124,4,1.00,1.00,0
query_10187,105.956,178,1.00,1.00,0
query_10188,60.233,88,1.00,1.00,0
query_1018,120.003,252,.70,1.00,1
query_10190,3.518,4,1.00,1.00,0
query_10191,120.003,203,1.00,1.00,1
query_10192,3.858,1,1.00,1.00,0
query_10193,1.878,0,1.00,1.00,0
query_10195,69.623,88,1.00,1.00,0
query_10196,36.902,70,1.00,1.00,0
query_10199,4.086,3,1.00,1.00,0
query_1019,120.003,220,0,1.00,1
query_101,13.293,16,1.00,1.00,0
query_10200,8.247,9,1.00,1.00,0
query_10201,1.355,1,1.00,1.00,0
query_10203,9.242,15,1.00,1.00,0
query_10205,10.563,21,1.00,1.00,0
query_10207,47.832,69,1.00,1.00,0
query_10209,28.709,43,1.00,1.00,0
query_1020,100.499,148,1.00,1.00,0
query_10210,1.815,1,1.00,1.00,0
query_10211,120.003,212,.39,1.00,1
query_10212,114.842,186,1.00,1.00,0
query_10213,78.924,131,1.00,1.00,0
query_10214,2.195,0,1.00,1.00,0
query_10215,2.523,0,1.00,1.00,0
query_10216,120.003,212,.44,1.00,1
query_10217,0.896,0,1.00,1.00,0
query_10218,66.774,133,1.00,1.00,0
query_10219,120.002,226,1.00,1.00,1
query_1021,18.654,28,1.00,1.00,0
query_10220,41.596,59,1.00,1.00,0
query_10221,120.002,217,.51,1.00,1
query_10222,7.985,7,1.00,1.00,0
query_10225,120.003,158,.15,1.00,1
query_10226,19.617,26,1.00,1.00,0
query_10227,2.119,0,1.00,1.00,0
query_10229,12.712,24,1.00,1.00,0
query_1022,11.85,35,1.00,1.00,0
query_10230,120.002,362,.68,1.00,1
query_10231,1.314,0,1.00,1.00,0
query_10232,2.049,1,1.00,1.00,0
query_10234,43.254,91,1.00,1.00,0
query_10235,93.288,141,1.00,1.00,0
query_10236,4.92,5,1.00,1.00,0
query_10237,120.002,286,.52,1.00,1
query_10238,120.003,240,1.00,1.00,1
query_1023,120.003,343,.39,1.00,1
query_10240,120.002,219,.83,1.00,1
query_10241,120.003,190,0,1.00,1
query_10242,3.229,4,1.00,1.00,0
query_10243,49.487,88,1.00,1.00,0
query_10246,1.238,0,1.00,1.00,0
query_10248,48.792,69,1.00,1.00,0
query_10251,1.357,0,1.00,1.00,0
query_10253,93.799,244,.99,.99,0
query_10254,47.965,85,1.00,1.00,0
query_10255,1.98,1,1.00,1.00,0
query_10256,8.175,10,1.00,1.00,0
query_10257,120.002,199,1.00,1.00,1
query_10258,1.242,0,1.00,1.00,0
query_10259,35.708,77,1.00,1.00,0
query_1025,4.439,1,1.00,1.00,0
query_10261,3.219,1,1.00,1.00,0
query_10263,90.929,244,.99,.99,0
query_10266,120.002,218,.92,1.00,1
query_10268,120.002,225,.46,1.00,1
query_1026,3.987,5,1.00,1.00,0
query_10271,120.004,262,.53,1.00,1
query_10272,1.074,0,1.00,1.00,0
query_10273,45.523,69,1.00,1.00,0
query_10274,3.999,3,1.00,1.00,0
query_10277,120.003,211,.42,1.00,1
query_10279,2.822,1,1.00,1.00,0
query_1027,32.108,46,1.00,1.00,0
query_10280,14.792,15,1.00,1.00,0
query_10281,2.165,1,1.00,1.00,0
query_10282,1.44,0,1.00,1.00,0
query_10283,2.564,1,1.00,1.00,0
query_10284,120.002,201,1.00,1.00,1
query_10285,49.497,90,1.00,1.00,0
query_10286,1.849,2,1.00,1.00,0
query_10287,47.655,107,1.00,1.00,0
query_10288,120.002,312,.57,1.00,1
query_1028,2.493,1,1.00,1.00,0
query_10291,120.002,218,.51,1.00,1
query_10292,118.755,305,1.00,1.00,0
query_10293,76.816,135,1.00,1.00,0
query_10295,8.773,13,1.00,1.00,0
query_10297,120.002,192,.85,1.00,1
query_10298,70.398,106,1.00,1.00,0
query_10299,47.837,85,1.00,1.00,0
query_102,114.006,222,0.00,1.00,0
query_10300,1.437,0,1.00,1.00,0
query_10301,120.002,230,.40,0,1
query_10302,117.023,193,1.00,1.00,0
query_10303,2.606,1,1.00,1.00,0
query_10304,120.002,217,.50,1.00,1
query_10307,49.552,82,1.00,1.00,0
query_10308,120.002,220,0,1.00,1
query_10309,2.536,1,1.00,1.00,0
query_1030,33.191,46,1.00,1.00,0
query_10310,34.907,63,1.00,1.00,0
query_10311,2.966,1,1.00,1.00,0
query_10313,3.771,1,1.00,1.00,0
query_10314,18.047,28,1.00,1.00,0
query_10315,49.092,79,1.00,1.00,0
query_10316,42.171,57,1.00,1.00,0
query_10317,120.002,169,.74,1.00,1
query_10318,120.002,289,.66,1.00,1
query_10319,8.715,14,1.00,1.00,0
query_1031,76.069,129,1.00,1.00,0
query_10320,2.565,0,1.00,1.00,0
query_10322,45.979,82,1.00,1.00,0
query_10323,87.286,133,1.00,1.00,0
query_10324,120.003,193,.41,1.00,1
query_10326,4.703,4,1.00,1.00,0
query_10327,120.003,218,0,1.00,1
query_1032,96.235,237,1.00,1.00,0
query_10330,84.949,151,1.00,1.00,0
query_10331,52.846,96,1.00,1.00,0
query_10332,66.127,125,1.00,1.00,0
query_10335,34.3,76,1.00,1.00,0
query_10337,1.228,0,1.00,1.00,0
query_10338,2.242,0,1.00,1.00,0
query_10339,6.361,8,1.00,1.00,0
query_1033,9.609,11,1.00,1.00,0
query_10340,62.773,112,1.00,1.00,0
query_10341,17.716,25,1.00,1.00,0
query_10343,45.565,83,1.00,1.00,0
query_10344,16.607,23,1.00,1.00,0
query_10345,120.002,358,.81,1.00,1
query_10346,4.191,5,1.00,1.00,0
